CBOE Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. CBOE makes no guarantee as to the accuracy of the data. Your use of CBOE Volume and Put/Call Ratio data is subject to the Terms and Conditions of the CBOE Website.,,,,
Date,VIX Put/Call Ratio,VIX Put Volume,VIX Call Volume,Total VIX Options Volume
01/23/2014, 0.24, 153474, 633906, 787380
01/24/2014, 0.44, 494579, 1127220, 1621799
01/27/2014, 0.40, 360603, 890654, 1251257
01/28/2014, 0.52, 257194, 492285, 749479
01/29/2014, 0.70, 267499, 383693, 651192
01/30/2014, 0.73, 291634, 396948, 688582
01/31/2014, 0.31, 396190, 1288282, 1684472
02/03/2014, 0.29, 532546, 1850206, 2382752
02/04/2014, 0.69, 464272, 668169, 1132441
02/05/2014, 0.59, 383723, 652432, 1036155
02/06/2014, 0.57, 427506, 751494, 1179000
02/07/2014, 0.38, 373894, 987088, 1360982
02/10/2014, 0.74, 245561, 329733, 575294
02/11/2014, 0.57, 406599, 711223, 1117822
02/12/2014, 0.63, 233710, 372724, 606434
02/13/2014, 0.58, 189208, 328476, 517684
02/14/2014, 0.63, 314069, 502469, 816538
02/18/2014, 0.55, 379634, 693276, 1072910
02/19/2014, 0.22, 156367, 695909, 852276
02/20/2014, 0.33, 191158, 576977, 768135
02/21/2014, 0.21, 80413, 391344, 471757
02/24/2014, 0.33, 114698, 351069, 465767
02/25/2014, 0.29, 102024, 348066, 450090
02/26/2014, 0.30, 92978, 311649, 404627
02/27/2014, 0.34, 80555, 237666, 318221
02/28/2014, 0.39, 210478, 540845, 751323
03/03/2014, 0.36, 285621, 804451, 1090072
03/04/2014, 0.37, 141993, 386860, 528853
03/05/2014, 0.50, 110944, 220437, 331381
03/06/2014, 0.63, 158133, 249492, 407625
03/07/2014, 0.30, 133806, 452503, 586309
03/10/2014, 0.31, 239012, 760113, 999125
03/11/2014, 0.30, 127507, 431384, 558891
03/12/2014, 0.33, 108288, 332966, 441254
03/13/2014, 0.59, 455523, 777662, 1233185
03/14/2014, 0.19, 292750, 1544508, 1837258
03/17/2014, 0.57, 385000, 678998, 1063998
03/18/2014, 0.21, 177152, 828285, 1005437
03/19/2014, 0.38, 184477, 488325, 672802
03/20/2014, 0.50, 151566, 304658, 456224
03/21/2014, 0.26, 71995, 272806, 344801
03/24/2014, 0.70, 125233, 178472, 303705
03/25/2014, 0.39, 157179, 405913, 563092
03/26/2014, 0.50, 203138, 409533, 612671
03/27/2014, 0.48, 112966, 237204, 350170
03/28/2014, 0.24, 99095, 406511, 505606
03/31/2014, 0.47, 112857, 239698, 352555
04/01/2014, 1.31, 477619, 365936, 843555
04/02/2014, 0.28, 183945, 655549, 839494
04/03/2014, 0.70, 174919, 251459, 426378
04/04/2014, 0.17, 125137, 717025, 842162
04/07/2014, 0.35, 184084, 521978, 706062
04/08/2014, 0.46, 133584, 287762, 421346
04/09/2014, 0.43, 132271, 308989, 441260
04/10/2014, 0.31, 181049, 577126, 758175
04/11/2014, 0.35, 267065, 765341, 1032406
04/14/2014, 0.23, 285595, 1239087, 1524682
04/15/2014, 0.35, 300785, 850623, 1151408
04/16/2014, 0.31, 107582, 350487, 458069
04/17/2014, 0.40, 135079, 340924, 476003
04/21/2014, 0.31, 66028, 212901, 278929
04/22/2014, 0.33, 170210, 523282, 693492
04/23/2014, 0.44, 60009, 135164, 195173
04/24/2014, 0.43, 85091, 199081, 284172
04/25/2014, 0.26, 69956, 269162, 339118
04/28/2014, 0.36, 81661, 223967, 305628
04/29/2014, 0.63, 66491, 104837, 171328
04/30/2014, 0.26, 103300, 393002, 496302
05/01/2014, 0.25, 127392, 501581, 628973
05/02/2014, 0.27, 102389, 376065, 478454
05/05/2014, 0.30, 55014, 184601, 239615
05/06/2014, 0.15, 51438, 340114, 391552
05/07/2014, 0.30, 82705, 278013, 360718
05/08/2014, 0.40, 142009, 357172, 499181
05/09/2014, 0.27, 122515, 457996, 580511
05/12/2014, 0.18, 227751, 1284815, 1512566
